total_loss,exit1_loss,exit2_loss,full_loss,cascade_loss,diversity_loss,exit1_confidence,exit2_confidence,full_confidence,confidence_std_exit1,confidence_std_exit2
0.159712874519825,0.42663842749595643,0.16052216709703207,0.01892255061445612,0.21116093589067458,0.0,0.5342950486660004,0.5636771562576294,0.6095409705638886,0.0016866310225450434,0.002709090539847966
0.09440020941495895,0.3157237414956093,0.035067996695823965,2.5310788154092734e-05,0.1619508251607418,0.0,0.5178071109294892,0.5599481624603272,0.5921941602706909,0.001121757420693757,0.005325354297249578
0.05939509737491608,0.2068210180103779,0.00017509218754130417,4.747373470854655e-06,0.10335288321375846,0.0,0.5184904464244843,0.5603363111495971,0.5880074998855591,0.0017489823076757601,0.003989022489544004
0.04958921274766326,0.1589279841631651,8.27057920047082e-05,2.88823338378279e-06,0.07943446263819932,0.0,0.5195048714160919,0.5568087235927581,0.5872433016777039,0.0017486192395677791,0.004505421795835718
0.04281615676283836,0.13166684255599975,6.153646094317083e-05,2.4911558902658725e-06,0.06581481140032411,0.0,0.524896454000473,0.554220283460617,0.5872546649456024,0.003007888247619849,0.005308683953038417
0.03782840510662645,0.11633881338462233,4.589359066885663e-05,2.024791371354695e-06,0.05815589672923088,0.0,0.5235807164669037,0.5515950191020965,0.5874542460918426,0.0028271352018346078,0.005015242053091061
0.0347810374872759,0.10697862061336637,3.2639985739660914e-05,1.4947605174484124e-06,0.053478911679983136,0.0,0.5215751497745514,0.5493946984291077,0.5875909383773804,0.0038748235055361875,0.004613938594807405
0.03291360427159816,0.10123785995431245,2.821927716358914e-05,1.3442607418824082e-06,0.050611082445457575,0.0,0.5212040654659271,0.5475956341266632,0.588145521402359,0.002573866886954056,0.0034241604081122205
0.03128473793435842,0.09623548415414988,2.0547318302487837e-05,9.970183206178262e-07,0.048111468203086406,0.0,0.5208402950286866,0.5454495545864105,0.5884924680709839,0.0030257460115943103,0.003251960070733912
0.02985794476903975,0.09185305433906615,1.4292459006537684e-05,7.032856374621587e-07,0.04592198773967102,0.0,0.5205629797935486,0.5439847194194793,0.5883027573108673,0.003234507311147172,0.0029528292344650252
0.028967215733136983,0.08911641340050847,1.0972493251756531e-05,5.486859193979399e-07,0.044554741110792384,0.0,0.520809131193161,0.5421247708320618,0.5877038098812103,0.0033573921795934437,0.002993383399338927
0.027597410454927012,0.08490629142103717,7.208126905061363e-06,3.54110603961999e-07,0.0424506518419832,0.0,0.5201217481136322,0.5406198283195496,0.5868852437973022,0.0032792745360406116,0.002900482961477246
0.027277895828639157,0.0839253796373494,5.391960375800409e-06,2.6506491057318724e-07,0.04196089145755395,0.0,0.5200369369506836,0.5392439840793609,0.5858223588943482,0.0030995498052507173,0.0027465220295242033
0.026169729836517944,0.0805184536146,3.1275546402866894e-06,1.488478311785002e-07,0.04025794157921336,0.0,0.5201088517189026,0.5380510869026184,0.5848771900177002,0.0028219088614801877,0.0023732396582141517
0.025777436613012104,0.07931268163681962,2.085648189859057e-06,9.11071684839726e-08,0.039655390513921154,0.0,0.5201463766098022,0.5372661790847778,0.5842940222263336,0.002970766582991928,0.002041956956090871
0.025093896080343982,0.0772105512002483,1.1987188016519212e-06,5.0991850471859836e-08,0.03860470009706914,0.0,0.519531327342987,0.5364585001468658,0.5839496913909912,0.003011433333781315,0.002118784206395503
0.024927763302624226,0.07669997478080913,7.005998872273267e-07,2.744863812722542e-08,0.03834962915070355,0.0,0.5197830272197723,0.5358405229568481,0.5837217771053315,0.003046272551524453,0.0019051265710731968
0.0245755010966328,0.07561642623082734,4.176004448709136e-07,1.5300202667489772e-08,0.037808013174426745,0.0,0.5202381323814392,0.535490442943573,0.5835829035282135,0.003173516082961578,0.0017815989838680252
0.024656600759935098,0.07586618750439957,2.2894494409229083e-07,7.351504984676183e-09,0.03793299597993027,0.0,0.5202793224334716,0.535309037733078,0.5835153820037842,0.0032528301294427364,0.0017937081075506285
0.024420396610628812,0.0751395165709313,1.3878217462774956e-07,3.198218607014525e-09,0.03756969075757079,0.0,0.5202320680618286,0.5352224724292756,0.5835120775699616,0.003365216158260591,0.0017890047412947752
