loss,early_loss,full_loss,diversity_loss,agreement_loss,confidence,confidence_std
0.19080799648165703,0.39765214571952817,0.0992049982825003,0.0007779691185505094,0.01891125642210245,0.27010056473314764,0.0779366230697371
0.14547114732265473,0.4006520143032074,0.00019434197324153503,0.0002809735909432428,0.02000873309969902,0.5211238104581832,0.12554323091953992
0.13871185497641564,0.31783588033914567,7.502007791699725e-05,0.000257263198180732,0.015881753958016633,0.6347132069826126,0.1259959853976965
0.13818406856656074,0.2695982108592987,3.0408189217268957e-05,0.00019028488839266727,0.013474207742139697,0.6791687417984009,0.13399215039908885
0.13230022643506528,0.24032547881007194,1.079693898846017e-05,0.0001200430430834344,0.012012045825272799,0.7129307343959809,0.14253583291098476
0.11816192714869976,0.21473040269017218,3.357583734214131e-06,6.181100388044049e-05,0.010733236029744148,0.7432515174865723,0.14599487182796
0.10965744549483061,0.19923987760543824,4.101206508858013e-06,6.116290115022703e-05,0.009959375958237798,0.7730920572280884,0.14533297491371633
0.10414694021344185,0.1892486214786768,1.931257718524648e-06,6.090776426457045e-05,0.009460756057035178,0.7670175835609436,0.14596882962733507
0.1002835916787386,0.1821404227167368,1.2553880535961071e-06,6.269535811856602e-05,0.009106019338220358,0.7556314373016357,0.14531009359955788
0.09742227363064886,0.17702076446264983,9.003989477378127e-07,6.107043609867713e-05,0.008850370719796047,0.7398209669589997,0.14524243063181638
0.09476342954561115,0.172187656930089,5.643524962351876e-07,5.886062458057838e-05,0.008608985949819908,0.755504300069809,0.1454687100172043
0.0931708631850779,0.1693140918776393,4.04994878732623e-07,4.817218832044158e-05,0.00846544252554886,0.7524155421733856,0.1461563933223486
0.09259050858467817,0.1682586759388447,2.9505424685112304e-07,4.82623218390491e-05,0.008412761036166921,0.7511065305233001,0.1459114084854722
0.09083806861490011,0.16507053637206553,1.6075640261306033e-07,4.697183534467217e-05,0.00825342992786318,0.7617095225811005,0.14627811992019416
0.09033650054074824,0.16418217825889586,9.833775441450143e-08,3.6313302495012745e-05,0.008209049246553331,0.7612649755001069,0.14696330706477165
0.08884119515419006,0.16145192719399928,5.85491971591523e-08,4.263975031388113e-05,0.008072562754387036,0.7650634119510651,0.14583975524008275
0.08878324969187379,0.16134365763142705,4.0150633759594714e-08,4.4240458265940715e-05,0.00806716057958547,0.761119526052475,0.14620438516438009
0.08851143271699548,0.16086460344344378,2.807645501263778e-08,3.5900685251317365e-05,0.008043216217216105,0.7647850021362305,0.14641425575204195
0.08807163944877684,0.16006097032055258,2.1264712982116408e-08,3.810566373156341e-05,0.008003038309654221,0.7652426897525787,0.14654705677479504
0.08799954807013273,0.15994133694395424,2.1238340631413167e-08,3.1810988202083906e-05,0.007997058241628111,0.7651749566078186,0.14680796292722226
